drama_id,drama_name,drama_cover_url,drama_desc,drama_tags,talent_name,category_name,video_num,last_num_position
1855202686832480258,保安老爸竟是世界首富,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7370963731544542232.png,父与子，一个是少年得志，创下百亿企业意气风发，一个是安之若素，做小小保安悠然自得；儿子野心勃勃决心豪赌新能源，父亲苦口婆心劝说浇冷水；儿子不解父亲香车别墅全不要，不懂享受，父亲困惑儿子日夜加班为金钱，何时是头？终于是，商海翻腾，儿子企业倾覆只一刻，转眼间，峰回路转，父亲出手须臾扭乾坤！儿子惊愕：你是首富？父亲鄙夷：我是你爹！,"都市日常,神豪,逆袭,小人物",电影,,80,80.0
1855202688766947330,闪婚后被千亿老公宠上天,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7409871934717955097.png,沈沐被逼相亲，为躲避四婚男强吻京圈顶级权贵陆时宴，被陆时宴抓回家闪婚。婚后两人朝夕相处逐渐产生感情，也因吃醋引发一系列误会，但很快解开。陆时宴发现一直寻找的天才辛迪竟是闪婚的小丫头且还藏着许多秘密。,"大叔,现代言情,霸总,逆袭,马甲,闪婚,打脸虐渣,豪门恩怨",电影,,94,94.0
1855202691876982785,带着手机回古代,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7401076798865296408.png,叶昊带着手机穿越到古代成为叶家的独生子，本以为可以过人人羡慕的富家弟子生活，没成想家中所有资产已经全部被他自己抵押出去，就在这时，王老板找上门，要求按照约定，把宅子里所有东西全都搬走，叶昊急忙制止，表示自己可以赚银子回来，他还有七天时间。,"历史古代,穿越,古装,逆袭",电影,,65,65.0
1855202697284812801,史上最强炼气期,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7400279745411157016.png,十万年前，张圣张凡以一己之力诛杀十大蛮神，谱写九霄法则，成为了九州的创世神。在将后来的青帝、人皇、妖皇等十位随从点化成帝后，他宣布退隐并陷入了沉睡之中。十万年后，张凡苏醒了过来，可还未等他恢复实力，仙人们的攻击便接踵而至。,"玄幻仙侠,强者回归,古装,逆袭,天下无敌",电影,,97,97.0
1855202699012255746,王妃别跑，禁欲王爷沦陷了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7429245852574551065.png,摄政王傅沉命不久矣，女主被家族联姻嫁给他，前提是作为间谍偷取摄政王的信息，然后给家里人传递过去！白莲花女配喜欢傅沉很久了，但是傅沉一直把白莲花当做白月光，所以无条件答应女配的一切要求，和叶楠歌成亲后，也要把女配接到家里养病。但叶楠歌已不是原来的她，看现代叶楠歌手撕白莲花，虐渣男，调教摄政王，在古代逍遥快活赛神仙,"王妃,穿越,古风权谋,逆袭,打脸虐渣,古装",电影,,99,99.0
1855202702880014338,岁玉双笙,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7433240719067712574.png,三千年前，混沌界滋养一双生太岁，一阴一阳，割生相贼，发一阴之阳，相雌雄共体，便变乾坤无穷，雄性傲阳为得天地造化与雌性长玉儿出手，欲取其尸脱胎换骨。,"逆袭,古装,玄幻仙侠",电影,,70,70.0
1855202704890720257,妈咪听到我心声,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7426630841716968473.png,白梦，曾经是修仙界叱咤风云的强者，在渡劫时失败，不幸穿越到一本狗血小说中，成为了小说里的真千金。她的身份是一个命运多舛的婴儿，被父母冷落，被兄弟厌弃。而更糟糕的是，这个家庭注定要被摧毁，母亲夏乐心因为一心爱上了凤凰男白言朗，不惜与家族决裂，最终落得家破人亡的下场。前世的白梦虽已无力回天，但这一次她将利用前世修炼所得的心灵感应能力，通过心声向家人传递真相，帮助他们改变命运。白梦以婴儿的身份重生,"奇幻爱情,现代言情,穿越,霸总,打脸虐渣,逆袭,读心术,亲情,豪门恩怨,穿书",电影,,70,70.0
1855202707317587970,神农,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7420429898914729022.png,神农殿传人姜炎，不计名利得失，甘愿做一名勤勤恳恳的农民，一心弘扬“粒粒皆辛苦”等劳动者吃苦耐劳的精神，却被妻子萧卿月误会不思进取，最终离婚。机缘巧合下，陆倾城被姜炎的优良品德所吸引，主动展开追求，两人互帮互助、相互成长，终是有情人修成正果。,"战神归来,都市修仙,逆袭,马甲,小人物",电影,,75,75.0
1855202708156321794,北境战神,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7327957255180045374.png,当他荣耀回归，准备给她一世荣华的时候，却发现自己这么多年，竟然爱错了人。,"战神归来,强者回归,逆袭,马甲",电影,,82,82.0
1855202711384690689,三针治好美人鱼，女帝封我绝世神医,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428058679997369406.png,江听雪失踪，大夏国运衰败。江辞继承母志，参加神医评定大会，展现医术，得气运金龙，暴露药灵圣体。女帝推举他为护国圣手，对抗楚雄。江辞以医入局，揭开真相，发现是楚雄之子，真凶竟是观龙大典上，江辞扶大厦之将倾，挽狂澜于既倒，镇压凶手，医治龙脉，复活母亲。母子相见，江辞身份曝光——医道圣人。最终，江辞挥手，天下迎春。,"无敌神医,都市修仙,逆袭,女帝",电影,,61,61.0
1855202715427999745,太上武神诀,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7382038393569430552.png,我那么爱他，甚至把丹田都给了她，她怎么可能背叛我！！,"玄幻仙侠,传承觉醒,古装,逆袭",电影,,89,89.0
1855202720631074818,乞丐少年成长记,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7258586742482013223.png,乞丐又如何？今天的我你爱答不理，明天的我你高攀不起，哑妻又怎样?你们眼中的草，是我一生守护的宝。年轻企业家被谋害，灵魂与乞丐吴二苟融合，为复仇、为报恩、为亲情、为挚爱、为情怀，吴二苟携哑妻开启了强势逆袭的热血之路。,"都市日常,重生,逆袭,小人物",电影,,97,97.0
1855202724170301441,贼道之天下无贼,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431380666702384153.png,武爱国一手刹那指名震荣门，武爱国与孙家兄弟一番斗智斗勇，终于找到老王爷下落，老王爷为救众人拉着孙家兄弟赴死。武爱国发现老爷子的遗言中暗藏玄机，成为老爷子的传承人，继续谱写关于荣门的故事！,"都市日常,逆袭",电影,,90,90.0
1855202728363995138,总裁，夫人从农村来给你撑腰了,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7427081466296683545.png,傅憬琛被仇家追杀，在深山里逃窜，被念百草救下，意外发生关系，依稀记得念百草带着艾草的荷包。他找了念百草七年都没找到，殊不知念百草生下了四个儿子。七年后，他们再次相遇，又是念百草为傅憬琛出头。因为肖珊的出现，傅憬琛将肖珊错认成当年的念百草，但自己还是不断的被念百草吸引。最终傅憬琛发现真相，有情人终成眷属。,"霸总,现代言情,萌宝",电影,,80,80.0
1855202730333368322,倾世医妃不好惹,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7338717450067774526.png,伊若扬意外身死，穿成了东灵皇朝正被刁民卖到青楼的宰相嫡女伊若扬，获知伊若扬记忆，占其身体，绝心帮她其讨回公道。教训嫖客，打杀老鸨，还顺手救了个六皇子殿下。她带弟弟回到相府，拿回了属于伊若扬的一切。最终与六皇子终成眷属。,"古风权谋,穿越,皇后,古风言情,打脸虐渣,古装,逆袭,大女主,强强联合",电影,,100,100.0
1855202732784029698,小师妹霸气无双,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7425546535691111449.png,沈溪与傅墨霆因血契婚约相识，沈溪不仅揭露沈沐瑶的谎言并夺回沈氏，还意外发现自己是苏家外孙女。在傅墨霆的协助下，他们携手解决诸多危机，最终收获幸福，沈溪怀有身孕，傅家和苏家皆沉浸在喜悦之中。,"奇幻爱情,现代言情,霸总,逆袭,闪婚,打脸虐渣,豪门恩怨,大叔",电影,,103,103.0
1855202737367216130,穷爸爸富爸爸之我爹在家藏了一千亿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7432149931730684953.png,陈朵儿今年十岁，爸爸陈文靠收废品为生，为了帮爸爸减轻负担，陈朵儿背着爸爸参加了综艺节目，暗中观察爸爸陈文。没想到爸爸居然请了国际知名教育专家给孩子补课，甚至用价值百万的金丝檀木当柴火烧。,"神豪,都市日常,马甲,逆袭",电影,,62,62.0
1855202740012187650,禁欲督主轻轻宠,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7432591429215472665.png,南朝皇帝萧泽御驾亲征，结果丞相黎景宣逼宫造反，杀皇后，囚禁他的心腹，圈禁太子，萧泽直到战死也不知江山已易主。黎景宣建北都朝，为防太子造反，建南郡囚禁前朝旧部。太子为保亲人，将自己变成杀人如麻的恶魔。,"古风权谋,穿越,穿书,逆袭,古装,女帝",电影,,83,83.0
1855202743677399042,鸿蒙之主,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x712_7373586748888075326.png,叶家长子叶昊，在家族血脉测试中被青梅宋雨薇陷害污为杂血被赶出家门，并被宋雨薇联合叶家次子叶修抢夺心头血，濒死之际通过母亲送于的玉佩意外传送到鸿蒙殿获得鸿蒙传承。,"玄幻仙侠,传承觉醒,强者回归,古装,逆袭",电影,,80,80.0
1855202745593434114,凤策天下,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7399923624527809560.png,霜晚意十岁那年，为救母亲女帝楚天凰而自愿祭天，失忆后，她在高人的帮助下加入琅琊阁。17岁那年，已是琅琊阁阁主的霜晚意却遭遇了沈修远和其情妇白如烟的背叛。愤而休夫后，霜晚月恢复了公主的身份，她的传奇之路，也就此拉开了序幕。,"仙侠情缘,古装,逆袭,大女主",电影,,72,72.0
1855202750970531842,天地龙吟,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428804060951612441.png,秦立大胜被封秦王，周敏变心退婚。辽国使者挑衅，秦立为救青黛冲突拓跋宏。沈长风借周敏挑拨秦立与女帝、辽国关系。封王宴上，秦立携青黛出席，遭众人羞辱，周敏提议青黛代她和亲辽国。,"历史古代,逆袭,古装",电影,,59,59.0
1855202752483487745,我在都市悬壶济世,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7355092648136281150.png,男主李好在山上学艺，得知父亲病重下山，恰遇女主秦雪瑶在街头卖花被混混欺负，李好路见不平英雄救美，却不知秦雪瑶竟然是第一家族大小姐，在外卖花体验生活。李好回家，家族竟然让其弟弟当继承人，女朋友也要和他分手，选择他弟弟，都以为李好此生都不会有出息，没想，秦雪瑶带着秦家大小姐的身份来向李好表白……,"无敌神医,奇幻脑洞,都市修仙,异能,逆袭,高手下山",电影,,89,89.0
1855202756058222594,修仙十年下山即无敌,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7317113535161437203.png,十年前，他被老者带上山去，凭借天人之资，成就旷世之能。十年后，老者已随风而去，他回归都市。却发现家已被毁，妹妹也遭人欺辱。金丹期修仙者回归都市，化身宠妹狂魔，快意恩仇，群雄束手！一朝出世，我要还天下公道！,"都市修仙,异能,逆袭,高手下山,天下无敌",电影,,103,103.0
1855202759019909122,幸运商店,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7426755364701342745.png,在一场紧张的追逐中，周家少爷周峰扬言在整个海城他说了算，他看上的女人没人能救得了她！逃犯秦可可惊恐地呼喊着不要靠近，然而，周峰毫不留情地命令手下追赶，秦可可情急之下误闯幸运路，此路乃是禁区，周少立即吓住属下务必在女人进入神秘区域前将其抓住！,"神豪,穿越,奇幻脑洞",电影,,69,69.0
1855202763483385858,如意芳华,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7402539111518571544.png,侯府弃养的庶女温如意一朝回门，众人眼中她是归来为嫡姐替嫁的存在，殊不知，她是怀揣着母亲被害的仇恨归来。芳华之年，纷乱京都，当年的凶手和幕后之人一个个浮出水面，旧的恩怨和新的危机交接而至，而这一切该如何抉择...,"古风权谋,虐恋,打脸虐渣,古装",电影,,78,78.0
1855202766850674689,都市修罗殿主,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7332399098777046078.png,八年前，河洛段家六十三口突遭横祸，唯有段飞在一个陌生女子的帮助下侥幸逃脱。八年后，段飞凭借自己的努力变得更强了，他重回河洛，迎娶当年为保护他而毁容的韩菱纱，并帮助韩家重返荣耀。在此过程中，段飞成功调查出昔日真相，让自己的家人得到安息。,"无敌神医,神豪,战神归来,都市修仙,逆袭",电影,,71,71.0
1855202768010801153,我叫苏妲己,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7430779809225002046.png,一场爱恨交织的较量中，苏丹与顾怡展开了斗智斗勇的激烈交锋，最终获得了爱情。,"奇幻爱情,现代言情,霸总,逆袭,打脸虐渣,豪门恩怨",电影,,73,73.0
1855202771649695745,我的手机能通未来,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424443251450465305.png,家境普通的男主，在学校期间便执着于向大美女表白，奈何全部失败，好在未来女儿突然出现，加了男主的好友，在未来女儿的指引下，男主遇到了女主姜雨晴，又在女儿的指引下，事业开挂渐渐走向人生巅峰,"逆袭,奇幻脑洞",电影,,92,92.0
1855202774799134722,高手下山五个师姐宠上天,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x712_7330915716066987070.png,乾元山上，叶轩已经修炼八年，功参造化，师傅劝下山履行婚约，同时五位师姐早已经下山，让男主可以去找她们，叶轩回忆五位师姐，有婚要结，有仇要报，随后下山。,"都市修仙,逆袭,高手下山",电影,,97,97.0
1855202777521721346,剑帝,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431395834467453977.png,陈凡身为柳家下人，备受柳家压迫，爷爷被柳家少主开车装死，妹妹被逼嫁给柳家少爷为妾，陈凡上门讨要说法，却被打断四肢，丢出柳家，乞讨十年；陈凡忍辱负重十年，本想一击毙命，却不想功败垂成。陈凡重生十年前，妹妹结婚前一日，陈凡奉命伺候柳家醉酒的柳如烟，为了复仇，陈凡拍下来柳如烟不堪一幕，拿到了一千万补偿；靠着前世记忆，用一千万买到了一份绝世传承，彻底拥有复仇能力之后，陈凡开始踏上了复仇之路,"都市修仙,重生,神豪,逆袭,传承觉醒",电影,,86,86.0
1855202781882552322,离婚后三个绝美姐姐找上门,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7325255409441180734.png,前妻一家因江辰送外卖的身份逼他离婚，殊不知，他却是江家少主，并有三个绝美大佬姐姐给其撑腰打脸前妻一家…,"战神归来,赘婿逆袭,都市修仙,强者回归,逆袭,马甲,天下无敌,小人物",电影,,90,90.0
1855202784160821249,玄尊,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7349003149367069758.png,"天才少年叶玄为对抗魔尊选择自废丹田，自此陨落。
此后受尽敌手冷眼，却没有放弃修炼。
一朝逆袭，开启修炼系统，修炼天才再次杀回巅峰！
背刺他的渣女？虐！挑衅他的情敌？杀！
且看一介玄尊浴血归来！","玄幻仙侠,系统,传承觉醒,古装,逆袭",电影,,81,81.0
1855202787323072513,穿越王妃美又飒,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7417760389049355289.png,现代医学博士叶南希穿越至昭烈国成痴傻王妃，以手枪救镇北王厉景琛后逃离，遗落手枪。厉景琛误认其为林招娣，带回王府。林招娣冒名顶替，刁难叶南希，反自食恶果。厉景琛在相处中爱上叶南希，隐忍守护。面对昏君与外敌，厉景琛在叶南希辅助下夺回兵权，救万民于水火。最终，厉景琛登基，叶南希为后，废除后宫，共谱一生一世一双人的佳话。,"古风权谋,穿越,王妃,逆袭,古装",电影,,65,65.0
1855202789960781825,神探福娃六岁半,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7431150770243767321.png,皇后之女夏言自出生便被迫离宫，皇帝找了她七年，却被她的养姐顶替位置成了公主，夏言为了当面证实身份，揭皇榜成了年纪最小的县令，判下一桩桩案件引起皇帝注意。最终夏言在诸葛伯温的帮助下，证实身份，回归本位。,"女帝,团宠,古风权谋,逆袭,古装",电影,,63,63.0
1855202791381463042,大周皇子,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7420425944545905689.png,现代特种兵龙天，穿越到古代成为大周五皇子，巧妙利用现代武器惩恶扬善、保家卫国，最终和未婚妻慕容云嫣修成正果，共同守卫大周皇朝。,"历史古代,穿越,逆袭,古装",电影,,64,64.0
1855202795820224514,重生后被渣男舅舅宠上天,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7425539114260237337.png,前世，林汐被丈夫顾彦辰害死。一朝重生，回到和顾彦辰见家长的那天，林汐果断选择了顾彦辰的舅舅萧北战。外界都传闻萧北战不能人道，可林汐却一胎三宝，被萧北战宠上天。,"现言甜宠,霸总,重生,逆袭,打脸虐渣,豪门恩怨,大叔",电影,,95,95.0
1855202799569932290,重生之圆满人生,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7405433335771581465.png,郝阳前世因好赌家暴，逼得妻子和孩子自尽，幡然醒悟的他后来发奋图强，成了龙城首富，但晚年时仍旧不能原谅自己，跳楼自尽，竟穿越回到了90年代。这一世，他发誓要保护好自己的家人，带他们过上好日子。,"重生,神豪,逆袭,乡村,都市日常",电影,,80,80.0
1855202803290279938,天才厂妹,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7418401660138966041.png,曾经名利双收的天之骄子因为一时失手不得已亲手毁掉一切，意外重生后成了任人欺辱的厂妹，但江暖还是凭借实力打脸了所有不看好自己的人，最终拯救人类计划成功实施，江暖功成身退。,"女性成长,重生,逆袭",电影,,60,60.0
1855202805757775874,登堂入室,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428503855584775193.png,刚刚来到大城市的沈倩倩为了生活，来到了李教授家中做了一份保姆的工作，可是没想到，这都是被人精心布置，原来李教授的老婆许芳故意挑选到了沈倩倩，想要让教授在每日的相处之中犯错，并且让人教唆沈倩倩想要在大城市立足，就必须舍弃什么，但是这一切却被教授发现，于是两人干脆将计就计，上演一出好戏，最终让许芳自食恶果，而沈倩倩经历了这一切之后，最终选择回到自己的老家，好好的生活。,"现代言情,逆袭,打脸虐渣",电影,,50,50.0
1855202811693608961,重生之将门嫡妃,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7390652518453234750.png,在东凌王朝，异姓王燕赤王的女儿，谢芷筠被皇帝召入宫中为质，出于对燕赤王权势的忌惮。三皇子楚青苍看重谢家势力，打算借力攀登皇位，因而先是取悦谢芷筠，随后发动宫变，借故灭了谢家，并谋杀了谢芷筠。然而，谢芷筠一朝重生，立誓要揭露楚青苍的真面目，保护家人安全。凭借前世记忆，谢芷筠成功证明了自己的清白，并逼迫楚青苍公开其与另一位谢家女子，谢星祺的私情。,"古风权谋,重生,王妃,古风言情,古装,逆袭",电影,,70,70.0
1855202814984888322,开局女帝盯上了我的彩礼,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7412839090107730969.png,商业新秀许安生穿越到桃园县五年，把治下打造成世外桃源却拒不缴纳朝廷赋税，引来女帝微服私访、讨要税银。女帝游历期间发现了许安生的能力，想要扶持桃源县却被反派安乐侯一路暗杀。,"历史古代,穿越,逆袭,古装,女帝",电影,,78,78.0
1855202820122021889,厨神,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7379517538629061656.png,韩轩原本是一介厨神，手握四大神具，但被徒弟马志谋害，跌落山崖，失去功力，期间被孟大叔所救，将孟玲嫁给他，生下了一个可爱的女儿诗诗。为了拿回属于自己的一切，隐忍数年从新学习做菜，在孟大叔死后，孟玲抛家弃子，让他沦落成为一个地摊贩子，经过五年，他恢复了自己半成的功力，一次机缘巧合下，救下了南城首富扬长生，在杨斐斐的帮助下，得知了龙鸣菜刀的下落，于是便上门寻找龙鸣菜刀。,"都市日常,都市修仙,强者回归,逆袭,天下无敌,小人物",电影,,101,101.0
1855202822964572162,机长先生，雷雨请绕飞,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7426683181501254718.png,本剧讲述了民航机长厉赴征与空中管制员孟黎月先婚后爱的故事。孟黎月曾暗恋厉赴征，婚后因身份差距不被看好，但两人在工作与生活中渐生情愫，历经波折后终得圆满。,"现代言情,霸总,职场,逆袭,闪婚,暗恋成真",电影,,91,91.0
1855202824174481410,赶海捡到太子爷，福气渔女要翻天,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7429543399906085950.png,陆小渔本是21世纪的天才厨师，因为一次意外穿越到古代渔村一个跟自己同名同姓的胖女人身上，原主好吃懒做，打骂孩子，嫌弃老公，惹得街坊邻居对她嫌弃不已。陆小渔穿越过来之后，发誓要改变现状，她在海里发现小龙虾，做出古代人没有见过的美食小龙虾，后又去镇上的参观应聘厨师，还跟厨神打起了擂台赛，因此也赢取了不少好名声，最后被皇上邀请进宫做御膳，生活自此风水水起，红红火火。,"古风言情,穿越,古风权谋,逆袭,打脸虐渣,古装",电影,,78,78.0
1855202828422549505,天降拔剑系统后我一剑屠龙,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x520_7346419197213150270.png,一剑一乾坤！,"玄幻仙侠,系统,古装,逆袭",电影,,60,60.0
1855202829785698306,农村妹闪婚豪门总裁,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7424088918816984088.png,苏宁宁跟顾屿寒闪婚，领证后顾屿寒出国，一年后回国在酒店遇到被人刁难的苏宁宁，英雄救美，但二人都没认出对方，顾奶奶暗自助攻二人。苏宁宁被姜晚针对，甚至还被冒充身份，最终真相大白。,"霸总,现代言情,小人物,闪婚,逆袭",电影,,57,57.0
1855202834151968770,重振歌坛，童小姐又美又飒,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7428778370378239038.png,童韵被男友和小三一起下毒打压陷害昏迷后，平行世界的红姐魂穿到童韵身上。接受原主记忆后她为了国仇家恨，一路碾压众人！！,"娱乐圈,现代言情,穿越,霸总,逆袭,打脸虐渣",电影,,61,61.0
1855202837856047105,分手后，歌坛天后要和我谈恋爱,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7408833015666723864.png,楚风遭遇女友的背叛，危急关头觉醒了平行时空的记忆，得到了无数金曲和天王级的唱功实力。他的前女友李佳怡是个绿茶白莲花，为了出名投靠娱乐圈太子爷叶非凡，与相处三年的男友楚风分手，还设计陷害他。楚风为了给父亲筹集医药费，他参加了选秀节目。在选秀节目上，楚风一鸣惊人，他的表现惊呆了身为评委之一的苏天后苏若溪。苏若溪对楚风大为欣赏，让楚风成功晋级，直通《我是歌王》正赛。,"娱乐圈,奇幻脑洞,逆袭,传承觉醒,异能",电影,,80,80.0
1855202843396214785,妈妈你在哪儿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7401402651327335486.png,贺文因意外离世，大伯母却要将贺文的孩子今朝和今宵卖给人贩子，为了躲避人贩子，也为了完成父亲的遗愿，姐妹俩踏上了寻找母亲祝美琳的路程，却不知此时的祝美琳也因为心灵感应回到了贺家村，阴差阳错间，今朝和今宵误入了人贩子的圈套，被关在了去往双庆市的船上，与此同时，祝美琳也上了同一艘船.....,"家庭伦理,亲情",电影,,79,79.0
1855202848358838274,天庭聊天群,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7395784367383006233.png,天庭天帝苏沐封印记忆和力量，三清道祖以他爷爷的身份，代其掌管天庭。苏沐不小心忘记关后院的水龙头，殊不知后院就是天庭，给爷爷惹了麻烦，他决定从家里出逃，顺着婚书指引上门提亲，却意外发现拿错了爷爷的手机，在这部手机里居然有个天庭聊天群。,"战神归来,奇幻脑洞,都市修仙,传承觉醒,异能,逆袭",电影,,85,85.0
1855202849386188801,九龙夺嫡:为何要逼我做皇帝,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7330925959043877950.png,夏氏集团董事长病逝，嫡孙夏天继承了集团，从此神医变总裁？,"历史古代,穿越,古装,逆袭,天下无敌",电影,,98,98.0
1855202854046314497,母望子归,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7403207336849837080.png,25年前，女主张桂英带着三个儿子以卖橙子为生。两个哥哥贪玩，把弟弟放在货车车斗里面，偷偷溜去打游戏。弟弟被货车带走，张桂英和小儿子阿初失散。25年后，张桂英又老又瘸，两个儿子都不愿赡养母亲，亲戚们羞辱张桂英。曾经丢失的小儿子顾时初，此时已经是顾氏集团的总裁，权势滔天。他和母亲相认，打脸亲戚和反派，帮母亲扬眉吐气。,"家庭伦理,霸总,女性成长,打脸虐渣,亲情",电影,,75,75.0
1855202856940511234,说好的压寨夫君，你怎么是太子,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7422980146170219544.png,现代人章婉穿越成饥荒朝代同名肥婆，决心用现代知识在古代发家致富。太子越恒隐藏身份被她强行留下当压寨夫君，起初屈服于她的蛮力，后因章婉减肥、厨艺和种地知识改观并心动。两人情感升温，过上向往的种地生活。,"古风言情,穿越,王妃,古风权谋,逆袭,古装",电影,,65,65.0
1855202861863735297,六宝来袭，总裁爹地追上门,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7379923507930483736.png,六年前，郑洛言被继妹郑雨珊设计下药，和同被爷爷下药的全球首富靳晏宸发生了一夜情。郑雨珊发现后顶替了郑洛言，六年来跟在靳晏宸身边。郑洛言逃出来后，生下来6胞胎。由于六宝先天不足，郑洛言带着5个萌宝回国赚钱治病，并决心复仇夺回被郑雨珊抢走的一切。靳晏宸先后遇到出现在面前的不同萌宝，依靠胎记和DNA鉴定逐个认回萌宝们。在萌宝们的不断助攻下，郑洛言最终和靳晏宸修成正果，制裁了坏人，一家人幸福地生活。,"萌宝,现代言情,霸总,打脸虐渣,逆袭",电影,,79,79.0
1855202865572007938,开局离婚天后演唱会现场请我出道,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7383222305939278910.png,天王夏言，曾在乐坛独领风骚，却因一场意外离世，重生回到了一个平行世界。在这个世界里，他成为了一个平凡无奇的小超市老板，生活黯淡无光，甚至被迫与大明星妻子离婚，饱受羞辱。,"都市日常,穿越,神豪,逆袭",电影,,79,79.0
1855202868054528002,盛世梨花殿,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7416625136213691417.png,三年前大婚夜，西域公主娜宁被害，从此不能走路成为废人，后又被人毒害重生太子妃卷土重来，而上一世害自己的人是夫君言乔以及被自己当作妹妹的茵柔重活一次，她反手射冷箭，立威恶奴才，抢救新婚喜服，大典平风波，这一次她步步为营，手撕绿茶渣男，只为自己的家国讨回公道可一次次路遇险境，一次次推心置腹，却发现事情并非她想得那么简单，爱恨纠葛，祸乱战起，政权变动,"古风言情,重生,王妃,古风权谋,打脸虐渣,破镜重圆,逆袭,古装",电影,,81,81.0
1855202869631586306,傲视医龙 ,https://spider-oss.hobby666.com/prod/hobby_hg_mp4/400x534_7337894878845619262.png,五年前，周易被郭家诬陷，以杀人罪被判入狱；在监狱的五年里周易 拜北狼军老狼王和医神殿老殿主为师，练就了出神入化的武功和医术；五年后， 两位师傅传位于他，他出狱找仇家报仇；可当年的郭家，势力逐步扩大，丝毫不 把周易看在眼里，认为他只是一个地位卑微的劳改犯，殊不知现在的周易已经无 敌；周易凭借着一身武功和医术，成功将郭家铲除，还抱得美人归...,"无敌神医,奇幻脑洞,都市修仙,传承觉醒,异能,逆袭",电影,,86,86.0
