"user_id","to_user_id","follow_status","is_mutual_follow_and_partner","view_home_page_cnt","join_party_cnt","message_chat_cnt","voice_chat_cnt","im_single_message_cnt","like_cnt","comment_cnt","reply_comment_cnt","dt"
"6040867481734693671","6226689997802094867","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693674","6247570994925359860","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693676","6226689997802119542","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693678","6223829893180269003","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693678","6229452383328633363","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693678","6237496101160470587","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693678","6247570994925360486","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693682","6224418887815381407","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693682","6245594588414643964","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693683","6040867447374957298","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693685","6253479907852051439","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693693","6040867481734694373","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693693","6206396311687528762","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693694","6237568325330541353","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693697","6223728188354666534","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693703","6253848587844765492","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693710","6232544759781868436","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693713","6271279076960801316","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693715","6215476731545026801","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693715","6228012401053180230","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693715","6233022360145208597","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693717","6226689997802095187","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693721","6040867447374955172","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693723","6040867447374962484","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693723","6215476731545026801","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693726","6235707814217097974","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693726","6237496101160474061","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693727","6040867447374961227","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693732","6040867481734693719","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693734","6233022360145208467","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693735","6040867447374956688","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693744","6040867481734693719","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693746","6224418887815389207","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693748","6040867447374954991","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734693748","6209269816607263441","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693784","6236634049684341065","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693801","6040867447374958745","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693829","6040867447374958160","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693893","6040867447374960119","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693917","6223829893180261343","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693919","6223829893180261307","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693926","6223829893180261343","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693966","6273911239078326193","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693973","6298605170727421777","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734693974","6962671058186940230","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694013","6226689997802119649","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694016","6040867447374961742","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2024-07-21"
"6040867481734694054","6227274250793508922","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694055","6233022325785461292","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694055","6237496169879946584","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694060","6040867447374954945","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694064","6040867447374954811","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694089","6040867447374955927","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694090","6040867447374955931","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694112","6040867447374955142","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734694112","6040867481734694065","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734694119","6040867447374961245","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","2024-07-21"
"6040867481734694173","6040867447374954874","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694204","6040867447374954861","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694209","6040867447374960243","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694209","6247569002060517399","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694209","6254233554353540965","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694210","6311837105973484531","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694211","6040867447374954762","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694211","6245594588414641365","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694213","6227272567166312477","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694218","6334097062475898058","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694219","6338110417356473136","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694220","6295852474647744592","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","4,2024-07-16","4,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694221","6287352218972559838","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694221","6338111070191501319","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694222","6227303319132184669","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694222","6254233554353540965","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694222","6338108458851406216","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694222","6355907765399782092","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694223","6311837277772185583","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694224","6287352390771250358","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694224","6338110417356473136","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694225","6223829893180261044","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694226","6236635973829705948","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694226","6328168736297087352","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694245","6226689997802119728","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","4,2024-07-16","4,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694245","6245597096675557394","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694246","6253479907852052803","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","15,2024-07-16","15,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694247","6040867447374959883","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694248","6223829893180260622","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694249","6322342286742254202","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694250","6295847389406451533","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694250","6306617277599523311","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694250","6310770476615096288","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694251","6328168289620489230","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694254","6273911273438057280","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694254","6338107771656637279","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694257","6338109008607204533","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694259","6206396311687528656","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694259","6223829893180269851","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694259","6318649851818137243","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694260","6230844983524780346","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694270","6237568325330541353","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694277","6040867447374955700","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694281","6393180694187699464","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694282","6357480788582252434","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694283","6224418887815381009","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694283","6230269870223909097","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694283","6253479907852044505","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694283","6370482788459625834","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694284","6237496101160472884","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694284","6338113956409543979","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694285","6338109386564327423","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694286","6206321304378638377","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694286","6418990389621028376","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","3,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694287","6306617208880052122","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694288","6237496101160470996","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694288","6237496135520215011","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694288","6311837209052708061","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694289","6040867447374955477","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","3,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694289","6224418887815381009","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694289","6418990595779460669","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694290","6223829893180269278","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","2,2024-07-16","2,2024-07-16","0,2024-07-16","2024-07-21"
"6040867481734694291","6373274654641021852","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","0,2024-07-16","1,2024-07-16","0,2024-07-16","2024-07-21"
